"name","Agility","AcceleratedHealing","LanternPowerRing","DimensionalAwareness","ColdResistance","Durability","Stealth","EnergyAbsorption","Flight","DangerSense","Underwaterbreathing","Marksmanship","WeaponsMaster","PowerAugmentation","AnimalAttributes","Longevity","Intelligence","SuperStrength","Cryokinesis","Telepathy","EnergyArmor","EnergyBlasts","Duplication","SizeChanging","DensityControl","Stamina","AstralTravel","AudioControl","Dexterity","Omnitrix","SuperSpeed","Possession","AnimalOrientedPowers","Weapon_basedPowers","Electrokinesis","DarkforceManipulation","DeathTouch","Teleportation","EnhancedSenses","Telekinesis","EnergyBeams","Magic","Hyperkinesis","Jump","Clairvoyance","DimensionalTravel","PowerSense","Shapeshifting","PeakHumanCondition","Immortality","Camouflage","ElementControl","Phasing","AstralProjection","ElectricalTransport","FireControl","Projection","Summoning","EnhancedMemory","Reflexes","Invulnerability","EnergyConstructs","ForceFields","Self_Sustenance","Anti_Gravity","Empathy","PowerNullifier","RadiationControl","PsionicPowers","Elasticity","SubstanceSecretion","ElementalTransmogrification","Technopath_Cyberpath","PhotographicReflexes","SeismicPower","Animation","Precognition","MindControl","FireResistance","PowerAbsorption","EnhancedHearing","NovaForce","Insanity","Hypnokinesis","AnimalControl","NaturalArmor","Intangibility","EnhancedSight","MolecularManipulation","HeatGeneration","Adaptation","Gliding","PowerSuit","MindBlast","ProbabilityManipulation","GravityControl","Regeneration","LightControl","Echolocation","Levitation","ToxinandDiseaseControl","Banish","EnergyManipulation","HeatResistance","NaturalWeapons","TimeTravel","EnhancedSmell","Illusions","Thirstokinesis","HairManipulation","Illumination","Omnipotent","Cloaking","ChangingArmor","PowerCosmic","Biokinesis","WaterControl","RadiationImmunity","Vision_Telescopic","ToxinandDiseaseResistance","SpatialAwareness","EnergyResistance","TelepathyResistance","MolecularCombustion","Omnilingualism","PortalCreation","Magnetism","MindControlResistance","PlantControl","Sonar","SonicScream","TimeManipulation","EnhancedTouch","MagicResistance","Invisibility","Sub_Mariner","RadiationAbsorption","Intuitiveaptitude","Vision_Microscopic","Melting","WindControl","SuperBreath","Wallcrawling","Vision_Night","Vision_Infrared","GrimReaping","MatterAbsorption","TheForce","Resurrection","Terrakinesis","Vision_Heat","Vitakinesis","RadarSense","QwardianPowerRing","WeatherControl","Vision_X_Ray","Vision_Thermal","WebCreation","RealityWarping","OdinForce","SymbioteCostume","SpeedForce","PhoenixForce","MolecularDissipation","Vision_Cryo","Omnipresent","Omniscient","Gender","Eyecolor","Race","Haircolor","Height","Publisher","Skincolor","Alignment","Weight"
"Synch","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","brown","-","Black","180","Marvel Comics","-","good","74"
"T-1000","True","True","False","False","True","True","True","False","False","False","False","True","True","False","False","True","True","True","False","False","False","False","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","True","True","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","Male","-","Android","-","183","Dark Horse Comics","silver","bad","146"
"T-800","False","False","False","False","True","True","True","False","False","False","False","False","True","False","False","True","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","Male","red","Cyborg","-","-99","Dark Horse Comics","-","bad","176"
"T-850","False","True","False","False","True","True","True","False","False","False","False","False","True","False","False","True","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","Male","red","Cyborg","-","-99","Dark Horse Comics","-","bad","198"
"T-X","True","True","False","False","True","True","True","False","False","False","False","True","True","False","False","True","True","True","False","False","False","True","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","True","True","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","Female","-","Cyborg","-","-99","Dark Horse Comics","silver","bad","149"
"Taskmaster","True","False","False","False","False","False","True","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","brown","Human","Brown","188","Marvel Comics","-","bad","99"
"Tempest","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Female","brown","-","Black","163","Marvel Comics","-","good","54"
"Thanos","True","True","False","False","True","True","False","False","True","False","False","False","False","False","False","True","True","True","False","True","False","True","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","True","True","False","True","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","True","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","Male","red","Eternal","No Hair","201","Marvel Comics","purple","bad","443"
"The Cape","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","-","-","-","-99","NULL","-","good","-99"
"The Comedian","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","brown","Human","Black","188","DC Comics","-","neutral","101"
"Thing","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","blue","Human / Radiation","No Hair","183","Marvel Comics","-","good","225"
"Thor","True","True","False","False","False","True","False","False","True","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","True","False","False","False","True","True","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","Male","blue","Asgardian","Blond","198","Marvel Comics","-","good","288"
"Thor Girl","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Female","blue","Asgardian","Blond","175","Marvel Comics","-","good","143"
"Thunderbird","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","brown","-","Black","185","Marvel Comics","-","good","101"
"Thunderbird III","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","brown","-","Black","175","Marvel Comics","-","good","74"
"Thunderstrike","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","blue","-","Blond","198","Marvel Comics","-","good","288"
"Thundra","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Female","green","-","Red","218","Marvel Comics","-","good","158"
"Tiger Shark","True","True","False","False","True","True","False","False","False","False","True","False","False","False","True","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","grey","Human","No Hair","185","Marvel Comics","grey","bad","203"
"Tigra","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Female","green","-","Auburn","178","Marvel Comics","-","good","81"
"Tinkerer","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","brown","-","White","163","Marvel Comics","-","bad","54"
"Titan","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","-","-","-","-99","HarperCollins","-","good","-99"
"Toad","True","True","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","black","Mutant","Brown","175","Marvel Comics","green","neutral","76"
"Toxin","True","True","False","False","False","True","True","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","True","False","True","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","Male","black","Symbiote","Blond","191","Marvel Comics","-","good","117"
"Toxin","True","True","False","False","False","True","True","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","True","False","True","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","Male","blue","Symbiote","Brown","188","Marvel Comics","-","good","97"
"Tracy Strauss","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Female","-","-","-","-99","NBC - Heroes","-","good","-99"
"Trickster","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","blue","Human","Blond","183","DC Comics","-","-","81"
"Trigon","False","True","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","yellow","God / Eternal","Black","-99","DC Comics","red","bad","-99"
"Triplicate Girl","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Female","purple","-","Brown","168","DC Comics","-","good","59"
"Triton","True","False","False","False","True","True","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","green","Inhuman","No Hair","188","Marvel Comics","green","good","86"
"Ultragirl","False","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Female","blue","-","Blond","168","Marvel Comics","-","good","105"
"Ultron","True","False","False","False","False","True","True","True","True","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","True","False","False","False","False","True","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","Male","red","Android","-","206","Marvel Comics","silver","bad","331"
"Utgard-Loki","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Male","blue","Frost Giant","White","15.2","Marvel Comics","-","bad","58"
"Valerie Hart","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","Female","hazel","-","Black","175","Team Epic TV","-","good","56"
